ROG3,PeopleID3,ROP3,PeopNameInCountry,ROG2,Continent,RegionName,ISO3,LocationInCountry,PeopleID1,ROP1,AffinityBloc,PeopleID2,ROP2,PeopleCluster,PeopNameAcrossCountries,Population,Category,ROL3,PrimaryLanguageName,PrimaryLanguageDialect,NumberLanguagesSpoken,OfficialLang,SpeakNationalLang,BibleStatus,BibleYear,NTYear,PortionsYear,TranslationNeedQuestionable,JPScale,JPScalePC,JPScalePGAC,LeastReached,LeastReachedPC,LeastReachedPGAC,GSEC,JF,AudioRecordings,NTOnline,RLG3,RLG3PC,RLG3PGAC,PrimaryReligion,PrimaryReligionPC,PrimaryReligionPGAC,RLG4,ReligionSubdivision,PCIslam,PCNonReligious,PCUnknown,SecurityLevel,LRTop100,PhotoAddress,PhotoCredits,PhotoCreditURL,PhotoCreativeCommons,PhotoCopyright,PhotoPermission,ProfileTextExists,CountOfCountries,CountOfProvinces,Longitude,Latitude,Ctry,IndigenousCode,PercentAdherents,PercentChristianPC,NaturalName,NaturalPronunciation,PercentChristianPGAC,PercentEvangelical,PercentEvangelicalPC,PercentEvangelicalPGAC,PCBuddhism,PCEthnicReligions,PCHinduism,PCOtherSmall,RegionCode,PopulationPGAC,Frontier,MapAddress,PhotoCCVersionText,PhotoCCVersionURL,MapCredits,MapCreditURL,MapCopyright,MapCCVersionText,MapCCVersionURL,Window1040,PeopleGroupMapURL,PeopleGroupMapExpandedURL,PeopleGroupURL,PeopleGroupPhotoURL,CountryURL,JPScaleText,JPScaleImageURL,Summary,Obstacles,HowReach,PrayForChurch,PrayForPG,BibleStatusText
"MR","10799","101269","Bedouin, Berabish","AFR","Africa","Africa, West and Central","MRT",,"10","A001","Arab World","112","C0014","Arab, Hassaniya","Bedouin, Berabish","74000","3","mey","Hassaniyya",,"1","Arabic, Standard",,"4",,"Yes","2002-2005",,"1","1","1","Y","Y","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"99.969999999999999","0","0","2","N","p10799.jpg","Ferdinand Reus - Wikimedia","https://commons.wikimedia.org/wiki/File:Mauritanian_Bedouin.jpg","Y","N","N","Y","2",,"-10.938699208958701","20.587519041634799","Mauritania","Y","0.029999999999999999","0.085999999999999993","Berabish Bedouin",,"0.016","0","0.073999999999999996","0","0","0","0","0","8","133000","Y","m00009.png","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","Bethany World Prayer Center","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m00009.png","","https://joshuaproject.net/people_groups/10799/MR","https://joshuaproject.net/assets/media/profiles/photos/p10799.jpg","https://joshuaproject.net/countries/MR","Unreached","https://joshuaproject.net/images/scale1.jpg","Berabish Bedouin society is organized according to a series of overlapping kin groups. The family is the smallest unit, followed by the clan, then the tribe. The Berabish tribe has a tradition of marrying a close relative like a cousin. This is a way for families to keep the little wealth they have. In their spare time, the Berabish tribe loves camel racing and falconry as sports. They sometimes bet their livestock on a particular camel race.","Because they live in remote areas, the Berabish have few if any chances to hear of the saving grace of Jesus Christ.","A few Bedouin tribes have been influenced by the mystic tradition in Islam known as Sufism. A Sufi is someone who believes that he has acquired a special inner knowledge direct from Allah. It is more emotion-based than other forms of Islam, and many Sufis are seeking a relationship with Allah. This is a possible segue to the gospel.","","Pray for the Lord to show himself faithful to the Berabish Bedouins of Mauritania by providing for all of their needs according to his riches and glory. Pray for the Lord to thrust out faithful workers to Berabish Bedouins. Pray for an unstoppable movement to Christ among the Berabish Bedouins.","New Testament"
"QA","10759","101196","Arab, Saudi - Najdi","ASI","Asia","Africa, North and Middle East","QAT",,"10","A001","Arab World","111","C0013","Arab, Arabian","Arab, Saudi - Najdi","53000","1","ars","Arabic, Najdi",,"1","Arabic, Standard",,"3",,,"2004-2013",,"1","1","1","Y","Y","Y",,"N","Y",,"6","6","6","Islam","Islam","Islam",,,"99.799999999999997","0","0","2","N","p10759.jpg","Sam Nord - Shutterstock",,"N","Y","Y","Y","11",,"51.535508999999998","25.266058000000001","Qatar","N","0.20000000000000001","0.40500000000000003","Najdi Arab","SOW-dee nahj-DEE AE-rub","0.071999999999999995","0.10000000000000001","0.11700000000000001","0.063","0","0","0","0","6","18835500","N","","","","","","N","","","Y","","","https://joshuaproject.net/people_groups/10759/QA","https://joshuaproject.net/assets/media/profiles/photos/p10759.jpg","https://joshuaproject.net/countries/QA","Unreached","https://joshuaproject.net/images/scale1.jpg","Najdi is a tribe that straddles what we call Arabs and what we call Bedouins, so we call them Bedouin Arabs. The traditional homeland of the Bedouin Arabs is the Arabian Desert; however, some Bedouin groups have migrated north into the Negev Desert region. Qatar is one of the countries where they now reside. Most of them have given up the Bedouin lifestyle and live in urban centers.","There is little or no Christian witness, nor any example of living Christianity for the Najdi Arabs to see or experience.","There is a need for missionaries who are willing and able to go where the gospel is weakest and reach the Najdi Arabs in Qatar. They can use stories, poems and music that is appealing in their culture.","","Pray for these remote Muslims to have dreams and visions of the Risen Savior and be drawn to him.
Pray for workers who are willing to learn a difficult language and produce gospel materials for these people who need to hear good news.
Pray for the rapid spread of the gospel among the Nadji Bedouin Arabs in Qatar.","Portions"
"KE","12029","103630","Arab, Hadrami","AFR","Africa","Africa, East and Southern","KEN","Indian Ocean area.","10","A001","Arab World","118","C0020","Arab, Yemeni","Arab, Hadrami","13000","1","ayh","Arabic, Hadrami",,"1","English",,"3",,,"Yes",,"1","1","1","Y","Y","Y",,"N","Y","Y","6","6","6","Islam","Islam","Islam",,,"100","0","0","0","N","p12029.jpg","Tribes of the World - Flickr","https://flickr.com/photos/92278137@N04/8985710910","Y","N","N","Y","2",,"36.817476999999997","-1.299822","Kenya","N","0","0.002","Hadrami Arab","hah-drah-MEE AE-rub","0","0","0","0","0","0","0","0","7","2263000","Y","","CC BY-SA 2.0","https://creativecommons.org/licenses/by-sa/2.0/","","","N","","","N","","","https://joshuaproject.net/people_groups/12029/KE","https://joshuaproject.net/assets/media/profiles/photos/p12029.jpg","https://joshuaproject.net/countries/KE","Unreached","https://joshuaproject.net/images/scale1.jpg","Antagonism between Hadrami townsfolk and wandering tribesmen has been so bitter that the towns are surrounded by stone walls to protect them from attack by their tribal countrymen. Today approximately half of the Hadramis live in the towns and villages scattered through the deep valleys of their region. Even among these settled peoples, there are sharp distinctions, the highest social prestige belonging to the wealthy, educated Sadahs, who claim to be direct descendants of Mohammed. Hadramis rarely marry outside their own social level, and often live in segregated groups in separate parts of town.","Without a single Christ follower among them, it will be difficult for the Hadrami Arabs to allow Christ room in their communities. They are also a proud people who believe themselves to be superior Muslims.","The Church in Kenya is filled with vibrant believers. They can reach out to these Muslim Arabs.","","Pray for spiritual discernment and hunger among the Hadrami Arabs in Kenya. Pray for workers who are driven by the love and boldness of the Holy Spirit to go to them. Pray that the Garre Hadrami people will have a spiritual hunger that will open their hearts to the King of kings. Pray for a movement to Christ among them to begin this decade.","Portions"
"SU","12074","103740","Hawawir","AFR","Africa","Africa, East and Southern","SDN","Primarily north","10","A001","Arab World","117","C0019","Arab, Sudan","Hawawir","286000","3","apd","Arabic, Sudanese",,"1","Arabic, Standard",,"4",,"1978-2022","1927-1964",,"1","1","1","Y","Y","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"95","0","0","2","N","p12074.jpg","Christopher Michel - Flickr","https://www.flickr.com/photos/cmichel67/32372313734","Y","N","N","Y","1",,"29.351119402177801","15.697547014429199","Sudan","Y","0","1.3520000000000001","Hawawir",,"0","0","0.26800000000000002","0","0","5","0","0","7","286000","Y","m00027.png","CC BY-NC 2.0","https://creativecommons.org/licenses/by-nc/2.0/","Bethany World Prayer Center","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m00027.png","","https://joshuaproject.net/people_groups/12074/SU","https://joshuaproject.net/assets/media/profiles/photos/p12074.jpg","https://joshuaproject.net/countries/SU","Unreached","https://joshuaproject.net/images/scale1.jpg","The Dar Hamid are a confederation of about nineteen tribes and some smaller sub-groups that share a common culture and are led by a single chief. Although the tribes have different origins, most of their ancestors came from Arabia. One of these 19 subgroups is the Hawawir. The Hawawir raise all types of livestock which are traded for grain and other essentials such as salt, tea, sugar, cloth, dates, seasoning and metal goods. Camels are the most important of their animals. They provide milk--a main diet staple for these nomads--occasional meat, material for tents, and transportation across the desert.","This is a large population of Muslims and perhaps not a single follower of Christ. Elders, the people they respect most, stay loyal to the Islamic religious system. The Hawawir speak Sudanese Arabic, and there are many Christian resources available to them, both in print and audio form. Who will distribute them?","","","Pray for the Lord to provide for the physical and spiritual needs of the Hawawir people as a testimony of his power and love.
Pray for workers, filled with the love of the Holy Spirit, to go to the Hawawir people.
Pray for the Hawawir people to crave pure spiritual milk and find it in the word of God.
Pray for a Holy Spirit directed movement to Christ among the Hawawir people.","New Testament"
"AG","12217","104002","Berber","AFR","Africa","Africa, North and Middle East","DZA","West Atlas moutains area, adjacent valleys to Taza, Rabat area, south near Morocco border","10","A001","Arab World","145","C0049","Berber-Shilha","Berber","1737000","2","tzm","Tamazight, Central Atlas",,"1","Arabic, Standard",,"3",,,"1919-2020",,"1","2","1","Y","N","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam","20","Sunni","99.900000000000006","0","0","2","N","p12217.jpg","Tussna - Wikimedia","https://commons.wikimedia.org/wiki/File:Berbers_from_Morocco_Imazighen.png","Y","N","N","Y","6",,"-0.28592999976967798","33.563667000331797","Algeria","Y","0.10000000000000001","7.6210000000000004","Berber","ee-MAH-zah-yen BUR-bur","0.087999999999999995","0.089999999999999997","0.17599999999999999","0.070000000000000007","0","0","0","0","6","4834200","Y","m12217_ag.png","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0/","Bethany World Prayer Center","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m12217_ag.png","","https://joshuaproject.net/people_groups/12217/AG","https://joshuaproject.net/assets/media/profiles/photos/p12217.jpg","https://joshuaproject.net/countries/AG","Unreached","https://joshuaproject.net/images/scale1.jpg","Berbers are divided by subgroup, yet the generic term that they prefer is Imazighen, meaning, ""Free men."" Freedom and independence is a high goal of these people, who are much better known as Berbers, a term meaning ""barbarians"" slapped on them by the Roman Empire. Today the term Berber is so well-engrained that people seldom know who they are without using this derogatory term. The Imazighen Berbers live primarily in the beautiful, wooded High Atlas and Middle Atlas Mountains of Central Morocco. All of the Berber speak Tamazight; however, many also speak Arabic, Algeria's official language.","Only about one in a thousand bow the knee to Jesus Christ. They will probably have to hear of him through outsiders.","Imazighen Berbers are more open to non-Muslim beliefs because Islam was imposed on them by the dominant Arabs. Christ followers can take them gospel materials in their own language.","","Pray for a spiritual hunger among Imazighen Berbers that will lead them to the cross and the empty grave.
Pray for Imazighen Berbers in Algeria to put their faith and hope in Christ, paving the way for Berber disciples to make more disciples.
Pray for loving workers to go to Imazighen leaders and find persons of peace who will welcome them into their communities with the gospel.","Portions"
"CA","12217","104002","Berber","NAR","North America","America, North and Caribbean","CAN","Montreal","10","A001","Arab World","145","C0049","Berber-Shilha","Berber","13000","1","tzm","Tamazight, Central Atlas",,"1","English",,"3",,,"1919-2020",,"1","2","1","Y","N","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"99.700000000000003","0","0","0","N","p12217.jpg","Tussna - Wikimedia","https://commons.wikimedia.org/wiki/File:Berbers_from_Morocco_Imazighen.png","Y","N","N","Y","6",,"-75.611099999999993","45.387599999999999","Canada","N","0.29999999999999999","7.6210000000000004","Berber","ee-MAH-zah-yen BUR-bur","0.087999999999999995","0.20000000000000001","0.17599999999999999","0.070000000000000007","0","0","0","0","12","4834200","N","","CC BY-SA 4.0","https://creativecommons.org/licenses/by-sa/4.0/","","","N","","","N","","","https://joshuaproject.net/people_groups/12217/CA","https://joshuaproject.net/assets/media/profiles/photos/p12217.jpg","https://joshuaproject.net/countries/CA","Unreached","https://joshuaproject.net/images/scale1.jpg","Weddings are lengthy celebrations. The father is the head of the family, and they trace their ancestry through the males. The family structure is of an authoritarian democracy. While the father controls all household matters, he must get the consensus of the rest of the family as well. They consider banishment from the family to be the ultimate punishment. The family structure is being challenged in urban Canada.","Islam is one of the few cultural traits the Imazighen Berbers have in Canada. They tightly cling to it.","There is freedom of religion in Canada. Christ followers can reach out to any Muslim community with resources in their language.","","Pray for a spiritual hunger among Imazighen Berbers that will lead them to the cross and the empty grave.
Pray for Imazighen Berbers in Canada to put their faith and hope in Christ, paving the way for disciples to make more disciples.
Pray for loving workers to go to Imazighen leaders and find persons of peace who will welcome them into their communities with the gospel.","Portions"
"AG","12247","104056","Arab, Iraqi","AFR","Africa","Africa, North and Middle East","DZA",,"10","A001","Arab World","113","C0015","Arab, Levant","Arab, Iraqi","4900","1","acm","Arabic, Mesopotamian",,"1","Arabic, Standard",,"4",,"Yes","Yes",,"1","2","1","Y","N","Y","1","Y","Y","Y","6","6","6","Islam","Islam","Islam","20","Sunni","99.300003051757798","0","0","2","N","p12247.jpg","Christiaan Briggs - Wikimedia","https://commons.wikimedia.org/wiki/File:Iraqi_man_on_Baghdad_street.jpg","Y","N","N","Y","24",,"1.2837699999855099","28.489469999840601","Algeria","N","0.69899999999999995","6.0759999999999996","Iraqi Arab","ee-RAH-kee AE-rub","1.1719999999999999","0.69899999999999995","0.374","0.223","0","0","0","0","6","21994000","N","m00007.png","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/","Bethany World Prayer Center","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m00007.png","","https://joshuaproject.net/people_groups/12247/AG","https://joshuaproject.net/assets/media/profiles/photos/p12247.jpg","https://joshuaproject.net/countries/AG","Unreached","https://joshuaproject.net/images/scale1.jpg","","","","","","New Testament"
"CA","12247","104056","Arab, Iraqi","NAR","North America","America, North and Caribbean","CAN","Toronto (Vaughan), Vancouver (Surrey)","10","A001","Arab World","113","C0015","Arab, Levant","Arab, Iraqi","73000","1","acm","Arabic, Mesopotamian",,"1","English",,"4",,"Yes","Yes",,"3","2","1","N","N","Y","1","Y","Y","Y","1","6","6","Christianity","Islam","Islam",,,"30","5","0","0","N","p12247.jpg","Christiaan Briggs - Wikimedia","https://commons.wikimedia.org/wiki/File:Iraqi_man_on_Baghdad_street.jpg","Y","N","N","Y","24",,"-79.888499999999993","43.260899999999999","Canada","N","65","6.0759999999999996","Iraqi Arab","ee-RAH-kee AE-rub","1.1719999999999999","2","0.374","0.223","0","0","0","0","12","21994000","N","m00007.png","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/","Bethany World Prayer Center","","N","","","N","https://joshuaproject.net/assets/media/profiles/maps/m00007.png","","https://joshuaproject.net/people_groups/12247/CA","https://joshuaproject.net/assets/media/profiles/photos/p12247.jpg","https://joshuaproject.net/countries/CA","Superficially Reached","https://joshuaproject.net/images/scale3.jpg","","","","","","New Testament"
"CY","12247","104056","Arab, Iraqi","EUR","Europe","Europe, Western","CYP",,"10","A001","Arab World","113","C0015","Arab, Levant","Arab, Iraqi","2100","1","acm","Arabic, Mesopotamian",,"1","Greek",,"4",,"Yes","Yes",,"1","2","1","Y","N","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"97.299999999999997","0.20000000000000001","0","0","N","p12247.jpg","Christiaan Briggs - Wikimedia","https://commons.wikimedia.org/wiki/File:Iraqi_man_on_Baghdad_street.jpg","Y","N","N","Y","24",,"33.030118000000002","34.698253000000001","Cyprus","N","0.5","6.0759999999999996","Iraqi Arab","ee-RAH-kee AE-rub","1.1719999999999999","0.20000000000000001","0.374","0.223","0","0","0","2","10","21994000","N","m00007.png","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/","Bethany World Prayer Center","","N","","","N","https://joshuaproject.net/assets/media/profiles/maps/m00007.png","","https://joshuaproject.net/people_groups/12247/CY","https://joshuaproject.net/assets/media/profiles/photos/p12247.jpg","https://joshuaproject.net/countries/CY","Unreached","https://joshuaproject.net/images/scale1.jpg","","","","","","New Testament"
"DA","12247","104056","Arab, Iraqi","EUR","Europe","Europe, Western","DNK",,"10","A001","Arab World","113","C0015","Arab, Levant","Arab, Iraqi","35000","1","acm","Arabic, Mesopotamian",,"1","Danish",,"4",,"Yes","Yes",,"1","2","1","Y","N","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"99","0","0","0","N","p12247.jpg","Christiaan Briggs - Wikimedia","https://commons.wikimedia.org/wiki/File:Iraqi_man_on_Baghdad_street.jpg","Y","N","N","Y","24",,"12.483879","55.624312000000003","Denmark","N","1","6.0759999999999996","Iraqi Arab","ee-RAH-kee AE-rub","1.1719999999999999","0.20000000000000001","0.374","0.223","0","0","0","0","10","21994000","N","m00007.png","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/","Bethany World Prayer Center","","N","","","N","https://joshuaproject.net/assets/media/profiles/maps/m00007.png","","https://joshuaproject.net/people_groups/12247/DA","https://joshuaproject.net/assets/media/profiles/photos/p12247.jpg","https://joshuaproject.net/countries/DA","Unreached","https://joshuaproject.net/images/scale1.jpg","","","","","","New Testament"
"FI","12247","104056","Arab, Iraqi","EUR","Europe","Europe, Western","FIN",,"10","A001","Arab World","113","C0015","Arab, Levant","Arab, Iraqi","16000","1","acm","Arabic, Mesopotamian",,"1","Finnish",,"4",,"Yes","Yes",,"1","2","1","Y","N","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"97","0","0","0","N","p12247.jpg","Christiaan Briggs - Wikimedia","https://commons.wikimedia.org/wiki/File:Iraqi_man_on_Baghdad_street.jpg","Y","N","N","Y","24",,"25.027605999999999","60.291007999999998","Finland","N","3","6.0759999999999996","Iraqi Arab","ee-RAH-kee AE-rub","1.1719999999999999","0.20000000000000001","0.374","0.223","0","0","0","0","10","21994000","N","m00007.png","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/","Bethany World Prayer Center","","N","","","N","https://joshuaproject.net/assets/media/profiles/maps/m00007.png","","https://joshuaproject.net/people_groups/12247/FI","https://joshuaproject.net/assets/media/profiles/photos/p12247.jpg","https://joshuaproject.net/countries/FI","Unreached","https://joshuaproject.net/images/scale1.jpg","","","","","","New Testament"
"IT","12247","104056","Arab, Iraqi","EUR","Europe","Europe, Western","ITA",,"10","A001","Arab World","113","C0015","Arab, Levant","Arab, Iraqi","2100","1","acm","Arabic, Mesopotamian",,"1","Italian",,"4",,"Yes","Yes",,"1","2","1","Y","N","Y","1","Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"95.799999999999997","0.20000000000000001","0","0","N","p12247.jpg","Christiaan Briggs - Wikimedia","https://commons.wikimedia.org/wiki/File:Iraqi_man_on_Baghdad_street.jpg","Y","N","N","Y","24",,"12.440827000000001","41.895363000000003","Italy","N","2","6.0759999999999996","Iraqi Arab","ee-RAH-kee AE-rub","1.1719999999999999","0.29999999999999999","0.374","0.223","0","0","0","2","10","21994000","N","m00007.png","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/","Bethany World Prayer Center","","N","","","N","https://joshuaproject.net/assets/media/profiles/maps/m00007.png","","https://joshuaproject.net/people_groups/12247/IT","https://joshuaproject.net/assets/media/profiles/photos/p12247.jpg","https://joshuaproject.net/countries/IT","Unreached","https://joshuaproject.net/images/scale1.jpg","","","","","","New Testament"
"KU","12247","104056","Arab, Iraqi","ASI","Asia","Africa, North and Middle East","KWT",,"10","A001","Arab World","113","C0015","Arab, Levant","Arab, Iraqi","19000","1","acm","Arabic, Mesopotamian",,"1","Arabic, Standard",,"4",,"Yes","Yes",,"1","2","1","Y","N","Y","1","Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"93","2","0","2","N","p12247.jpg","Christiaan Briggs - Wikimedia","https://commons.wikimedia.org/wiki/File:Iraqi_man_on_Baghdad_street.jpg","Y","N","N","Y","24",,"47.801861000284902","29.2964089998754","Kuwait","N","5","6.0759999999999996","Iraqi Arab","ee-RAH-kee AE-rub","1.1719999999999999","0.20000000000000001","0.374","0.223","0","0","0","0","6","21994000","N","m00007.png","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/","Bethany World Prayer Center","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m00007.png","","https://joshuaproject.net/people_groups/12247/KU","https://joshuaproject.net/assets/media/profiles/photos/p12247.jpg","https://joshuaproject.net/countries/KU","Unreached","https://joshuaproject.net/images/scale1.jpg","","","","","","New Testament"
"LE","12247","104056","Arab, Iraqi","ASI","Asia","Africa, North and Middle East","LBN",,"10","A001","Arab World","113","C0015","Arab, Levant","Arab, Iraqi","20000","1","acm","Arabic, Mesopotamian",,"1","Arabic, Standard",,"4",,"Yes","Yes",,"1","2","1","Y","N","Y","1","Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"96","0.29999999999999999","0","1","N","p12247.jpg","Christiaan Briggs - Wikimedia","https://commons.wikimedia.org/wiki/File:Iraqi_man_on_Baghdad_street.jpg","Y","N","N","Y","24",,"35.509333292097701","33.853694404073501","Lebanon","N","1.6000000000000001","6.0759999999999996","Iraqi Arab","ee-RAH-kee AE-rub","1.1719999999999999","0.20000000000000001","0.374","0.223","0","0","0","2.1000000000000001","6","21994000","N","m00007.png","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/","Bethany World Prayer Center","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m00007.png","","https://joshuaproject.net/people_groups/12247/LE","https://joshuaproject.net/assets/media/profiles/photos/p12247.jpg","https://joshuaproject.net/countries/LE","Unreached","https://joshuaproject.net/images/scale1.jpg","","","","","","New Testament"
"NO","12247","104056","Arab, Iraqi","EUR","Europe","Europe, Western","NOR",,"10","A001","Arab World","113","C0015","Arab, Levant","Arab, Iraqi","35000","1","acm","Arabic, Mesopotamian",,"1","Norwegian",,"4",,"Yes","Yes",,"2","2","1","N","N","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"88","0","0","0","N","p12247.jpg","Christiaan Briggs - Wikimedia","https://commons.wikimedia.org/wiki/File:Iraqi_man_on_Baghdad_street.jpg","Y","N","N","Y","24",,"10.623193000000001","59.933523999999998","Norway","N","12","6.0759999999999996","Iraqi Arab","ee-RAH-kee AE-rub","1.1719999999999999","0.5","0.374","0.223","0","0","0","0","10","21994000","N","m00007.png","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/","Bethany World Prayer Center","","N","","","N","https://joshuaproject.net/assets/media/profiles/maps/m00007.png","","https://joshuaproject.net/people_groups/12247/NO","https://joshuaproject.net/assets/media/profiles/photos/p12247.jpg","https://joshuaproject.net/countries/NO","Minimally Reached","https://joshuaproject.net/images/scale2.jpg","","","","","","New Testament"
"NZ","12247","104056","Arab, Iraqi","SOP","Oceania","Australia and Pacific","NZL",,"10","A001","Arab World","113","C0015","Arab, Levant","Arab, Iraqi","3000","1","acm","Arabic, Mesopotamian",,"1","English",,"4",,"Yes","Yes",,"1","2","1","Y","N","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"97","0","0","0","N","p12247.jpg","Christiaan Briggs - Wikimedia","https://commons.wikimedia.org/wiki/File:Iraqi_man_on_Baghdad_street.jpg","Y","N","N","Y","24",,"174.743796","-36.879750000000001","New Zealand","N","3","6.0759999999999996","Iraqi Arab","ee-RAH-kee AE-rub","1.1719999999999999","0.40000000000000002","0.374","0.223","0","0","0","0","1","21994000","N","m00007.png","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/","Bethany World Prayer Center","","N","","","N","https://joshuaproject.net/assets/media/profiles/maps/m00007.png","","https://joshuaproject.net/people_groups/12247/NZ","https://joshuaproject.net/assets/media/profiles/photos/p12247.jpg","https://joshuaproject.net/countries/NZ","Unreached","https://joshuaproject.net/images/scale1.jpg","","","","","","New Testament"
"SY","12247","104056","Arab, Iraqi","ASI","Asia","Africa, North and Middle East","SYR","Ar Raqqah and Halab governorates: Buhayrat al Asad reservoir at center; Dayr az Zawr governorate: along the Euphrates; west Hamah, central Hims, and east Idlib governorates.","10","A001","Arab World","113","C0015","Arab, Levant","Arab, Iraqi","60000","1","acm","Arabic, Mesopotamian",,"1","Arabic, Standard",,"4",,"Yes","Yes",,"1","2","1","Y","N","Y","1","Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"99","0","0","2","N","p12247.jpg","Christiaan Briggs - Wikimedia","https://commons.wikimedia.org/wiki/File:Iraqi_man_on_Baghdad_street.jpg","Y","N","N","Y","24",,"37.990000000000002","35.969999999999999","Syria","N","1","6.0759999999999996","Iraqi Arab","ee-RAH-kee AE-rub","1.1719999999999999","0.59999999999999998","0.374","0.223","0","0","0","0","6","21994000","N","m00007.png","CC BY-SA 3.0","https://creativecommons.org/licenses/by-sa/3.0/","Bethany World Prayer Center","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m00007.png","","https://joshuaproject.net/people_groups/12247/SY","https://joshuaproject.net/assets/media/profiles/photos/p12247.jpg","https://joshuaproject.net/countries/SY","Unreached","https://joshuaproject.net/images/scale1.jpg","","","","","","New Testament"
"DA","10376","100427","Arab, Arabic Gulf Spoken","EUR","Europe","Europe, Western","DNK",,"10","A001","Arab World","111","C0013","Arab, Arabian","Arab, Arabic Gulf Spoken","1400","1","afb","Arabic, Gulf",,"1","Danish",,"3",,,"2024",,"4","1","1","N","Y","Y",,"Y","Y","Y","6","6","6","Islam","Islam","Islam",,,"94","0","0","0","N","p10376.jpg","Hella Nijssen - Pixabay","https://pixabay.com/photos/portrait-man-face-male-person-4695272/","N","N","N","Y","12",,"12.364487","55.7273","Denmark","N","6","0.40500000000000003","Gulf-spoken Arab","gulf AE-rub","0.92500000000000004","4","0.11700000000000001","0.219","0","0","0","0","10","7242400","N","m00007.png","","","Bethany World Prayer Center","","N","","","N","https://joshuaproject.net/assets/media/profiles/maps/m00007.png","","https://joshuaproject.net/people_groups/10376/DA","https://joshuaproject.net/assets/media/profiles/photos/p10376.jpg","https://joshuaproject.net/countries/DA","Partially Reached","https://joshuaproject.net/images/scale4.jpg","","","","","","Portions"
"AE","10378","100431","Arab, Omani","ASI","Asia","Africa, North and Middle East","ARE",,"10","A001","Arab World","111","C0013","Arab, Arabian","Arab, Omani","294000","1","acx","Arabic, Omani",,"1","Arabic, Standard",,"0",,,,,"1","1","1","Y","Y","Y","1","N","Y",,"6","6","6","Islam","Islam","Islam",,,"98","0","0","2","N","p10378.jpg","CharlesFred - Flickr","https://flickr.com/photos/charlesfred/5150706650","Y","N","N","Y","10",,"55.920892259170401","24.095158316802799","United Arab Emirates","N","0","0.40500000000000003","Omani Arab","oh-MAH-nee AE-rub","0.14599999999999999","0","0.11700000000000001","0.040000000000000001","0","0","2","0","6","2826200","Y","m10378_ae.png","CC BY-NC-SA 2.0","https://creativecommons.org/licenses/by-nc-sa/2.0/","Bethany World Prayer Center","","N","","","Y","https://joshuaproject.net/assets/media/profiles/maps/m10378_ae.png","","https://joshuaproject.net/people_groups/10378/AE","https://joshuaproject.net/assets/media/profiles/photos/p10378.jpg","https://joshuaproject.net/countries/AE","Unreached","https://joshuaproject.net/images/scale1.jpg","","","","","","Unspecified"
