FacilityAccessibilityText,FacilityAdaAccess,FacilityEmail,FacilityID,FacilityLatitude,FacilityLongitude,FacilityMapURL,FacilityName,FacilityPhone,FacilityReservationURL,FacilityTypeDescription,TYPE,LastUpdatedDate,LegacyFacilityID,EntityID,EntityMediaID,EntityType,Height,IsGallery,IsPreview,IsPrimary,MediaType,Subtitle,Title,URL,Width,OrgFacilityID,ParentOrgID,ParentRecAreaID,Reservable,StayLimit
"","N","","234015",36.466388899999998,-121.1761111,"","PINNACLES CAMPGROUND","831-200-1722 OR GO TO WWW.VISITPINNACLES.COM","","Campground","Point",2024-08-20 00:00:00.0000000,"73984","234015","7183cb68-6669-4904-87f9-587bbb6c6545","Facility",960,True,False,False,"Image","","Biking through the campground","https://cdn.recreation.gov/public/2020/12/03/05/09/234015_f49c7409-a36f-4f97-a02d-e259e522c66b_1440.jpg",1440,"AN373984","128","2893",True,""
"","N","","234015",36.466388899999998,-121.1761111,"","PINNACLES CAMPGROUND","831-200-1722 OR GO TO WWW.VISITPINNACLES.COM","","Campground","Point",2024-08-20 00:00:00.0000000,"73984","234015","065df183-98e6-49d0-92a9-63f09e247597","Facility",960,True,False,False,"Image","","Truck Camper at Pinnacles Campground","https://cdn.recreation.gov/public/2020/12/03/05/06/234015_833a029e-19d1-496c-94b4-20a348967c7c_1440.jpg",1440,"AN373984","128","2893",True,""
"","N","","234015",36.466388899999998,-121.1761111,"","PINNACLES CAMPGROUND","831-200-1722 OR GO TO WWW.VISITPINNACLES.COM","","Campground","Point",2024-08-20 00:00:00.0000000,"73984","234015","0a729a07-1bbf-4dab-bde0-ee6cf14faee3","Facility",960,True,False,False,"Image","","Pinnacles National Park Campground","https://cdn.recreation.gov/public/2019/05/06/04/14/234015_97660066-b7b0-4617-82ad-4b225c7e3c88_1440.jpg",1440,"AN373984","128","2893",True,""
"","N","","234015",36.466388899999998,-121.1761111,"","PINNACLES CAMPGROUND","831-200-1722 OR GO TO WWW.VISITPINNACLES.COM","","Campground","Point",2024-08-20 00:00:00.0000000,"73984","234015","ce574729-dad9-412c-80f4-de097211aa12","Facility",340,False,False,True,"Image","","Pinnacles National Park Campground","https://cdn.recreation.gov/public/2019/05/06/04/11/234015_31ecafb1-cebb-4b44-a0ae-5df0befc5201_1440.jpg",1440,"AN373984","128","2893",True,""
"","N","","234015",36.466388899999998,-121.1761111,"","PINNACLES CAMPGROUND","831-200-1722 OR GO TO WWW.VISITPINNACLES.COM","","Campground","Point",2024-08-20 00:00:00.0000000,"73984","234015","e832e519-7b42-4e4d-82b6-e3c37a6585ea","Facility",525,True,False,False,"Image","","PINNACLES CAMPGROUND Wildlife","https://cdn.recreation.gov/public/2020/12/03/05/10/234015_33ddabc9-278e-4902-968e-052cdeeea7ac_700.jpg",700,"AN373984","128","2893",True,""
"","N","","234015",36.466388899999998,-121.1761111,"","PINNACLES CAMPGROUND","831-200-1722 OR GO TO WWW.VISITPINNACLES.COM","","Campground","Point",2024-08-20 00:00:00.0000000,"73984","234015","2578365","Facility",360,True,False,False,"Image","","PINNACLES CAMPGROUND","https://cdn.recreation.gov/public/images/71478.jpg",540,"AN373984","128","2893",True,""
"","N","","234056",38.485277799999999,-107.23999999999999,"","RED CREEK GROUP SITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74063","234056","ac1fe506-0c90-4b08-b401-e987d8e8ac61","Facility",525,True,False,False,"Image","","The vault toilet in the parking area under a blue sky with clouds","https://cdn.recreation.gov/public/2021/10/13/21/17/234056_50598f50-6a48-42a7-9e22-3d48b987747a_700.jpg",700,"AN374063","128","2651",True,""
"","N","","234056",38.485277799999999,-107.23999999999999,"","RED CREEK GROUP SITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74063","234056","cba6094e-8c26-4a8b-9a61-08a5f732cc92","Facility",525,False,True,False,"Image","","Red Creek Group Site","https://cdn.recreation.gov/public/2021/10/13/21/14/234056_dcdcef70-c301-4438-9736-adbd2167019a_700.jpg",700,"AN374063","128","2651",True,""
"","N","","234056",38.485277799999999,-107.23999999999999,"","RED CREEK GROUP SITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74063","234056","3bae4bf0-cc26-40d1-82d5-b995c16ef597","Facility",525,True,False,False,"Image","","Picnic Tables at the campsite","https://cdn.recreation.gov/public/2021/10/13/21/19/234056_26143ba4-62d3-4072-9b53-b0c0e39d2850_700.jpg",700,"AN374063","128","2651",True,""
"","N","","234056",38.485277799999999,-107.23999999999999,"","RED CREEK GROUP SITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74063","234056","c92f6f58-78ea-44cb-9c89-bb15380d99db","Facility",525,True,False,False,"Image","","Red Creek Group Site's bearbox used to store food and other scented items is at the edge of the campsite.","https://cdn.recreation.gov/public/2021/10/13/21/16/234056_f746dae6-a5f6-4b4c-ada2-0aaaf3b5e442_700.jpg",700,"AN374063","128","2651",True,""
"","N","","234056",38.485277799999999,-107.23999999999999,"","RED CREEK GROUP SITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74063","234056","2648725d-4ae5-4eb7-84c4-d3149ba6b89f","Facility",525,True,False,False,"Image","","A view of Red Creek Group Site from the dirt parking lot","https://cdn.recreation.gov/public/2021/10/13/21/13/234056_b5737524-19b3-42fd-b73d-70db329f5219_700.jpg",700,"AN374063","128","2651",True,""
"","N","","234056",38.485277799999999,-107.23999999999999,"","RED CREEK GROUP SITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74063","234056","5b2ca8e2-9edc-44e7-9453-fe01a9f15f15","Facility",525,True,False,False,"Image","","A view of the dirt parking area and vault toilet as you enter the group site","https://cdn.recreation.gov/public/2021/10/13/21/22/234056_2cba84ed-be7b-45b9-8c6e-00b0cad8b20b_700.jpg",700,"AN374063","128","2651",True,""
"","N","","234056",38.485277799999999,-107.23999999999999,"","RED CREEK GROUP SITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74063","234056","d6c7d4f0-9e6f-4d43-9399-5843201aca1b","Facility",810,False,False,True,"Image","","Dillon Pinnacles, a rock formation, basks half in the sunlight and half in the clouds. The Dillon Pinnacles Trail and Overlook are not far from Red Creek Campground","https://cdn.recreation.gov/public/2024/03/25/16/57/234056_217a0814-aa13-482c-b3d8-ee43e74e8087_1440.jpg",1440,"AN374063","128","2651",True,""
"","N","","234056",38.485277799999999,-107.23999999999999,"","RED CREEK GROUP SITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74063","234056","a0474ef1-a261-4f3d-8059-2f34202a523c","Facility",525,True,False,False,"Image","","Water spigot","https://cdn.recreation.gov/public/2021/10/13/21/21/234056_42064041-32b2-42ff-b503-177738c28b1b_700.jpg",700,"AN374063","128","2651",True,""
"","N","","234056",38.485277799999999,-107.23999999999999,"","RED CREEK GROUP SITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74063","234056","f3b47c89-5605-4019-87c2-72b4dc134012","Facility",525,True,False,False,"Image","","A set of wood and gravel steps leads through trees to the Red Creek Group Site","https://cdn.recreation.gov/public/2021/10/13/21/15/234056_2d7d5bb1-9021-45ff-8b2f-e3a688e53d4f_700.jpg",700,"AN374063","128","2651",True,""
"","N","","234056",38.485277799999999,-107.23999999999999,"","RED CREEK GROUP SITE","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74063","234056","8b3782a5-baa8-418f-875b-c3318c6e043a","Facility",525,True,False,False,"Image","","Tent area","https://cdn.recreation.gov/public/2021/10/13/21/18/234056_6761de3f-21e5-48e1-8a63-c87374e8c752_700.jpg",700,"AN374063","128","2651",True,""
"","N","","234055",38.491111099999998,-107.0969444,"","STEVENS CREEK CAMPGROUND","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74062","234055","6841e772-b79b-479e-9f3d-31737372d79c","Facility",525,True,False,False,"Image","","A campsite on the lake at Stevens Creek Campground with clouds in a blue sky","https://cdn.recreation.gov/public/2024/03/25/17/41/234055_5b5ec670-d0b0-411e-b792-b9981640ab82_700.jpg",700,"AN374062","128","2651",True,""
"","N","","234055",38.491111099999998,-107.0969444,"","STEVENS CREEK CAMPGROUND","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74062","234055","84856785-fa24-4516-b89e-b313fe55ce33","Facility",525,False,True,False,"Image","","Stevens Creek Campground","https://cdn.recreation.gov/public/2023/02/17/16/29/234055_a136a687-6e7e-4ff6-803a-4b9391728325_700.jpg",700,"AN374062","128","2651",True,""
"","N","","234055",38.491111099999998,-107.0969444,"","STEVENS CREEK CAMPGROUND","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74062","234055","1be72ac8-7b88-4b80-a949-f57bd5ce1749","Facility",811,True,False,False,"Image","","RV's at Stevens Creek Campground with a view of Blue Mesa Reservoir in the background","https://cdn.recreation.gov/public/2023/02/17/16/28/234055_bc3e1841-79ff-4477-b6b6-02191d10ec56_1440.jpg",1440,"AN374062","128","2651",True,""
"","N","","234055",38.491111099999998,-107.0969444,"","STEVENS CREEK CAMPGROUND","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74062","234055","ab9914bc-cdcc-4ed7-8031-3128138c82b1","Facility",525,True,False,False,"Image","","A Hedgehog cactus blooms after a winter with a healthy snowpack.","https://cdn.recreation.gov/public/2024/03/25/17/31/234055_f98e6a03-22e3-4d6d-a113-e3c1d4e8044c_700.jpeg",700,"AN374062","128","2651",True,""
"","N","","234055",38.491111099999998,-107.0969444,"","STEVENS CREEK CAMPGROUND","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74062","234055","65a783c6-a599-4495-a850-fe209289af4e","Facility",810,False,False,True,"Image","","The San Juan Mountains are visible from areas of Curecanti","https://cdn.recreation.gov/public/2024/03/25/17/42/234055_fe87d6ac-7996-4758-99be-e60bbe55d434_1440.jpg",1440,"AN374062","128","2651",True,""
"","N","","234054",38.458888899999998,-107.33,"","LAKE FORK CAMPGROUND","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74061","234054","bdaa9a9c-2267-4250-84e4-0145ccf71553","Facility",525,True,False,False,"Image","","Curecanti National Recreation Area","https://cdn.recreation.gov/public/2019/03/05/18/24/234054_ea91d681-141a-452c-ab79-a07d8af6932d_700.jpg",700,"AN374061","128","2651",True,""
"","N","","234054",38.458888899999998,-107.33,"","LAKE FORK CAMPGROUND","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74061","234054","153b5b25-5897-437d-a4b3-2e75cfc0bd4d","Facility",340,False,False,True,"Image","","A landscape shot of Blue Mesa Reservoir with peaks in the background","https://cdn.recreation.gov/public/2018/09/13/22/35/234054_1e90a64a-95bb-4f04-afab-78d05ddc45ba_1440.jpg",1440,"AN374061","128","2651",True,""
"","N","","234054",38.458888899999998,-107.33,"","LAKE FORK CAMPGROUND","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74061","234054","cdda1d10-62ba-4695-b3bf-2b41a7e0853b","Facility",525,True,False,False,"Image","","Sunrise Over Curecanti National Recreation Area","https://cdn.recreation.gov/public/2019/03/05/18/21/234054_227e3b25-0764-4de7-a904-6532d4a760f5_700.jpg",700,"AN374061","128","2651",True,""
"","N","","234054",38.458888899999998,-107.33,"","LAKE FORK CAMPGROUND","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74061","234054","2278d6b8-2ff4-483a-835b-6534cae68301","Facility",797,True,False,False,"Image","","Clouds above peaks and Blue Mesa Reservoir","https://cdn.recreation.gov/public/2019/03/05/18/25/234054_779bbf7a-3552-4ef2-91ad-83b188a0af18_1440.jpg",1440,"AN374061","128","2651",True,""
"","N","","234054",38.458888899999998,-107.33,"","LAKE FORK CAMPGROUND","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74061","234054","f6c278fd-3a29-4b1f-a61d-b4eacfdd6feb","Facility",494,True,False,False,"Image","","Wildlife in Curecanti National Recreation Area","https://cdn.recreation.gov/public/2019/03/05/18/23/234054_843bf479-d4ba-4193-b136-31706db795d2_700.jpg",700,"AN374061","128","2651",True,""
"","N","","234054",38.458888899999998,-107.33,"","LAKE FORK CAMPGROUND","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74061","234054","abf34d24-c748-45d6-ad5a-edd99f65ff59","Facility",960,True,False,False,"Image","","U.S. Highway 50 crosses Blue Mesa Reservoir on Middle Bridge, with snow capped hills in the background.","https://cdn.recreation.gov/public/2019/03/05/18/26/234054_6b4343ca-fe84-4862-b660-2e6573b9878e_1440.jpg",1440,"AN374061","128","2651",True,""
"","N","","234054",38.458888899999998,-107.33,"","LAKE FORK CAMPGROUND","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74061","234054","242e45b0-7489-4411-bc5f-636fa2859cf4","Facility",525,False,True,False,"Image","","Curecanti National Recreation Area","https://cdn.recreation.gov/public/2019/03/05/18/20/234054_0453449a-df16-42eb-8334-7063a7aa8ea8_700.jpeg",700,"AN374061","128","2651",True,""
"","Y","","234635",38.889444400000002,-77.035555599999995,"","WASHINGTON MONUMENT","202-233-3520","","Ticket Facility","Point",2021-09-23 00:00:00.0000000,"77811","234635","c9301863-c4d4-46c8-a985-d20308db45dc","Facility",494,True,False,False,"Image","","Washington Monument gallery 06","https://cdn.recreation.gov/public/2019/10/10/13/29/234635_d792dd1f-621f-4406-b37b-0bee76742fbd_700.jpg",700,"AN377811","128","2870",True,""
"","Y","","234635",38.889444400000002,-77.035555599999995,"","WASHINGTON MONUMENT","202-233-3520","","Ticket Facility","Point",2021-09-23 00:00:00.0000000,"77811","234635","2cc49f8e-1e6b-4bc3-83b3-05422b83a1c6","Facility",960,True,False,False,"Image","","Washington Monument gallery 01","https://cdn.recreation.gov/public/2019/10/10/13/23/234635_a1891660-ab6f-42a2-bff3-5a16ac38daad_1440.jpg",1440,"AN377811","128","2870",True,""
"","Y","","234635",38.889444400000002,-77.035555599999995,"","WASHINGTON MONUMENT","202-233-3520","","Ticket Facility","Point",2021-09-23 00:00:00.0000000,"77811","234635","22aa1cc3-1d5e-481b-a61a-1c9c3ad4efc4","Facility",962,True,False,False,"Image","","Washington Monument gallery 04","https://cdn.recreation.gov/public/2019/10/10/13/23/234635_8168a950-5736-4a0e-b179-bcf64fbe8dc5_1440.jpg",1440,"AN377811","128","2870",True,""
"","Y","","234635",38.889444400000002,-77.035555599999995,"","WASHINGTON MONUMENT","202-233-3520","","Ticket Facility","Point",2021-09-23 00:00:00.0000000,"77811","234635","91c33569-a8e5-46f4-b509-ceb0a94261d1","Facility",340,False,False,True,"Image","","Washington Monument","https://cdn.recreation.gov/public/2019/10/10/13/12/234635_f4ef46ee-be63-46e1-b26c-9ac051842e94_1440.jpg",1440,"AN377811","128","2870",True,""
"","Y","","234635",38.889444400000002,-77.035555599999995,"","WASHINGTON MONUMENT","202-233-3520","","Ticket Facility","Point",2021-09-23 00:00:00.0000000,"77811","234635","2581025","Facility",360,True,False,False,"Image","","Washington Monument gallery 05","https://cdn.recreation.gov/public/images/74080.jpg",540,"AN377811","128","2870",True,""
"","Y","","234635",38.889444400000002,-77.035555599999995,"","WASHINGTON MONUMENT","202-233-3520","","Ticket Facility","Point",2021-09-23 00:00:00.0000000,"77811","234635","e63ddb21-6e26-458e-9df6-555cf086de13","Facility",526,False,True,False,"Image","","Washington Monument","https://cdn.recreation.gov/public/2019/10/10/13/33/234635_172acb79-e62d-4578-a198-bc61704e4138_700.jpg",700,"AN377811","128","2870",True,""
"","Y","","234635",38.889444400000002,-77.035555599999995,"","WASHINGTON MONUMENT","202-233-3520","","Ticket Facility","Point",2021-09-23 00:00:00.0000000,"77811","234635","2581001","Facility",360,True,False,False,"Image","","Washington Monument gallery 03","https://cdn.recreation.gov/public/images/74032.jpg",540,"AN377811","128","2870",True,""
"","Y","","234635",38.889444400000002,-77.035555599999995,"","WASHINGTON MONUMENT","202-233-3520","","Ticket Facility","Point",2021-09-23 00:00:00.0000000,"77811","234635","2580947","Facility",360,True,False,False,"Image","","Washington Monument gallery 02","https://cdn.recreation.gov/public/images/73942.jpg",540,"AN377811","128","2870",True,""
"","","","10091427",38.525708000000002,-107.314899,"","Ponderosa Campground (CO)","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"10091427","10091427","9bd1a994-c37b-4c3f-abba-e69e80bf3399","Facility",525,False,True,False,"Image","","Ponderosa Campground","https://cdn.recreation.gov/public/2023/06/15/17/52/10091427_0874285f-2b2c-4441-9e4a-79ea4b10985d_700.jpg",700,"7712","128","2651",True,""
"","","","10091427",38.525708000000002,-107.314899,"","Ponderosa Campground (CO)","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"10091427","10091427","ef12a21a-651b-41f7-b8c5-da3c1da61964","Facility",810,False,False,True,"Image","","Ponderosa Campground","https://cdn.recreation.gov/public/2023/03/13/18/24/10091427_51a71f3a-b2c6-4a03-914f-c08c3e49cda1_1440.jpg",1440,"7712","128","2651",True,""
"","","","10091427",38.525708000000002,-107.314899,"","Ponderosa Campground (CO)","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"10091427","10091427","39fd5303-aa88-466d-96a8-b76b8943b558","Facility",525,True,False,False,"Image","","Two deer looking toward the photographer with snowy background","https://cdn.recreation.gov/public/2023/07/27/20/25/10091427_a5bf8f1e-ed5a-4506-8322-d0fa094db133_700.jpg",700,"7712","128","2651",True,""
"","","","10091427",38.525708000000002,-107.314899,"","Ponderosa Campground (CO)","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"10091427","10091427","29cafa01-f064-49e0-a2ce-d245a17f5b49","Facility",525,True,False,False,"Image","","An amazing view from Ponderosa Campground showing a picnic table and firepit in the foreground","https://cdn.recreation.gov/public/2023/07/27/20/19/10091427_8ca52c29-adee-4721-b62c-d18e30e4290b_700.jpg",700,"7712","128","2651",True,""
"","","","10104819",38.527059999999999,-107.649484,"","East Portal Campground","970-641-2337 x205","","Campground","Point",2024-08-20 00:00:00.0000000,"10104819","10104819","5df2c946-7cae-4136-be5e-b2d0d2c7a7ce","Facility",810,False,False,True,"Image","","A view of historic East Portal with a fisherman dwarfed by canyon walls","https://cdn.recreation.gov/public/2023/07/28/17/26/10104819_aedabf4e-c7b3-4847-854c-ccab45e29174_1440.jpg",1440,"7739","128","2651",True,""
"","","","10104819",38.527059999999999,-107.649484,"","East Portal Campground","970-641-2337 x205","","Campground","Point",2024-08-20 00:00:00.0000000,"10104819","10104819","0661a563-3c72-441c-a4f9-e5c6cba03115","Facility",525,True,False,False,"Image","","A view of East Portal Campground with wayside signs and restrooms","https://cdn.recreation.gov/public/2023/07/28/17/29/10104819_1378e3c6-7684-4998-9bfd-ef4447976785_700.jpg",700,"7739","128","2651",True,""
"","","","10104819",38.527059999999999,-107.649484,"","East Portal Campground","970-641-2337 x205","","Campground","Point",2024-08-20 00:00:00.0000000,"10104819","10104819","77ad5ad1-1e70-450b-ab5c-61fb2ca0ff6c","Facility",525,False,True,False,"Image","","A view of historic East Portal with a fisherman dwarfed by canyon walls","https://cdn.recreation.gov/public/2023/07/28/17/27/10104819_7fd3331b-34f6-49f4-9bad-6192d4017a6b_700.jpg",700,"7739","128","2651",True,""
"","N","","234053",38.4677778,-107.17583329999999,"","ELK CREEK CAMPGROUND","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74060","234053","43c27d6b-5c14-4a81-899a-ea67bbc270a6","Facility",525,False,True,False,"Image","","Tent Campers admire the Blue Mesa Reservoir shore from Elk Creek Campground","https://cdn.recreation.gov/public/2023/02/17/16/06/234053_a79461f1-9d00-4964-b3e1-8d5d0bf1bc66_700.jpg",700,"AN374060","128","2651",True,""
"","N","","234053",38.4677778,-107.17583329999999,"","ELK CREEK CAMPGROUND","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74060","234053","7286452a-1113-4ac7-909c-829388ec26fc","Facility",810,False,False,True,"Image","","Dramatic Dark Clouds over a Butte form the backdrop of Elk Creek Campground","https://cdn.recreation.gov/public/2023/02/17/16/00/234053_3845f142-4abe-4d27-9c97-06d14416a9fc_1440.jpg",1440,"AN374060","128","2651",True,""
"","N","","234053",38.4677778,-107.17583329999999,"","ELK CREEK CAMPGROUND","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74060","234053","665ab5e2-1056-4be0-ab9e-4666f09877e6","Facility",525,True,False,False,"Image","","Tent Campers on the Lake Shore at Elk Creek Campground","https://cdn.recreation.gov/public/2023/02/17/16/01/234053_aaef9236-0762-471c-8613-26f3df394bb7_700.jpg",700,"AN374060","128","2651",True,""
"","N","","234053",38.4677778,-107.17583329999999,"","ELK CREEK CAMPGROUND","970-641-2337","","Campground","Point",2024-08-20 00:00:00.0000000,"74060","234053","6aa5d9ee-d977-4ad8-b21f-552056ae845a","Facility",525,True,False,False,"Image","","A camper's pet dog rests on a dog bed and chews a toy at Elk Creek Campground","https://cdn.recreation.gov/public/2023/02/17/16/02/234053_5257dc1f-8b42-473d-a289-31322a02b972_700.jpg",700,"AN374060","128","2651",True,""
"","No","BLM_OR_BU_Mail@blm.gov","255183",42.656737999999997,-118.72846800000001,"https://flic.kr/p/N2C7EG","South Steens Campground","541-573-4400","","Campground","Point",2023-04-06 00:00:00.0000000,"","255183","1562185","Facility",0,True,False,False,"Image","","South Steens Campground","https://cdn.recreation.gov/public/images/78620.jpg",0,"","126","1830",False,"14 Days"
"","No","BLM_OR_BU_Mail@blm.gov","255183",42.656737999999997,-118.72846800000001,"https://flic.kr/p/N2C7EG","South Steens Campground","541-573-4400","","Campground","Point",2023-04-06 00:00:00.0000000,"","255183","1562190","Facility",0,True,False,False,"Image","","South Steens Campground","https://cdn.recreation.gov/public/images/78625.jpg",0,"","126","1830",False,"14 Days"
"","No","BLM_OR_BU_Mail@blm.gov","255183",42.656737999999997,-118.72846800000001,"https://flic.kr/p/N2C7EG","South Steens Campground","541-573-4400","","Campground","Point",2023-04-06 00:00:00.0000000,"","255183","1562187","Facility",0,True,False,False,"Image","","South Steens Campground","https://cdn.recreation.gov/public/images/78622.jpg",0,"","126","1830",False,"14 Days"
"","No","BLM_OR_BU_Mail@blm.gov","255183",42.656737999999997,-118.72846800000001,"https://flic.kr/p/N2C7EG","South Steens Campground","541-573-4400","","Campground","Point",2023-04-06 00:00:00.0000000,"","255183","1562189","Facility",0,True,False,False,"Image","","South Steens Campground","https://cdn.recreation.gov/public/images/78624.jpg",0,"","126","1830",False,"14 Days"
"","No","BLM_OR_BU_Mail@blm.gov","255183",42.656737999999997,-118.72846800000001,"https://flic.kr/p/N2C7EG","South Steens Campground","541-573-4400","","Campground","Point",2023-04-06 00:00:00.0000000,"","255183","1562188","Facility",0,True,False,False,"Image","","South Steens Campground","https://cdn.recreation.gov/public/images/78623.jpg",0,"","126","1830",False,"14 Days"
"","No","BLM_OR_BU_Mail@blm.gov","255183",42.656737999999997,-118.72846800000001,"https://flic.kr/p/N2C7EG","South Steens Campground","541-573-4400","","Campground","Point",2023-04-06 00:00:00.0000000,"","255183","1562191","Facility",0,True,False,False,"Image","","South Steens Campground","https://cdn.recreation.gov/public/images/78626.jpg",0,"","126","1830",False,"14 Days"
"","No","BLM_OR_BU_Mail@blm.gov","255183",42.656737999999997,-118.72846800000001,"https://flic.kr/p/N2C7EG","South Steens Campground","541-573-4400","","Campground","Point",2023-04-06 00:00:00.0000000,"","255183","1562186","Facility",0,True,False,False,"Image","","South Steens Campground","https://cdn.recreation.gov/public/images/78621.jpg",0,"","126","1830",False,"14 Days"
"","No","BLM_OR_BU_Mail@blm.gov","255183",42.656737999999997,-118.72846800000001,"https://flic.kr/p/N2C7EG","South Steens Campground","541-573-4400","","Campground","Point",2023-04-06 00:00:00.0000000,"","255183","1562184","Facility",0,True,False,False,"Image","","South Steens Campground","https://cdn.recreation.gov/public/images/78619.jpg",0,"","126","1830",False,"14 Days"
"","No","BLM_OR_BU_Mail@blm.gov","255183",42.656737999999997,-118.72846800000001,"https://flic.kr/p/N2C7EG","South Steens Campground","541-573-4400","","Campground","Point",2023-04-06 00:00:00.0000000,"","255183","1562183","Facility",0,True,False,False,"Image","","South Steens Campground","https://cdn.recreation.gov/public/images/78618.jpg",0,"","126","1830",False,"14 Days"
"","No","BLM_OR_BU_Mail@blm.gov","255183",42.656737999999997,-118.72846800000001,"https://flic.kr/p/N2C7EG","South Steens Campground","541-573-4400","","Campground","Point",2023-04-06 00:00:00.0000000,"","255183","1562182","Facility",0,True,False,False,"Image","","South Steens Campground","https://cdn.recreation.gov/public/images/78617.jpg",0,"","126","1830",False,"14 Days"
"","","BLM_OR_BU_Mail@blm.gov","255174",42.676271,-118.76649999999999,"https://flic.kr/p/NPbR2j","Riddle Brothers Ranch National Historic District","541-573-4400","","Facility","Point",2020-09-10 00:00:00.0000000,"","255174","1547102","Facility",0,True,False,False,"Image","","Riddle Brothers Ranch","https://cdn.recreation.gov/public/images/78566.jpg",0,"","126","1830",False,""
"","","BLM_OR_BU_Mail@blm.gov","255174",42.676271,-118.76649999999999,"https://flic.kr/p/NPbR2j","Riddle Brothers Ranch National Historic District","541-573-4400","","Facility","Point",2020-09-10 00:00:00.0000000,"","255174","1547104","Facility",0,True,False,False,"Image","","Riddle Brothers Ranch","https://cdn.recreation.gov/public/images/78568.jpg",0,"","126","1830",False,""
"","","BLM_OR_BU_Mail@blm.gov","255174",42.676271,-118.76649999999999,"https://flic.kr/p/NPbR2j","Riddle Brothers Ranch National Historic District","541-573-4400","","Facility","Point",2020-09-10 00:00:00.0000000,"","255174","1547100","Facility",0,True,False,False,"Image","","Riddle Brothers Ranch","https://cdn.recreation.gov/public/images/78564.jpg",0,"","126","1830",False,""
"","","BLM_OR_BU_Mail@blm.gov","255174",42.676271,-118.76649999999999,"https://flic.kr/p/NPbR2j","Riddle Brothers Ranch National Historic District","541-573-4400","","Facility","Point",2020-09-10 00:00:00.0000000,"","255174","1547103","Facility",0,True,False,False,"Image","","Riddle Brothers Ranch","https://cdn.recreation.gov/public/images/78567.jpg",0,"","126","1830",False,""
"","","BLM_OR_BU_Mail@blm.gov","255174",42.676271,-118.76649999999999,"https://flic.kr/p/NPbR2j","Riddle Brothers Ranch National Historic District","541-573-4400","","Facility","Point",2020-09-10 00:00:00.0000000,"","255174","1547099","Facility",0,True,False,False,"Image","","Riddle Brothers Ranch","https://cdn.recreation.gov/public/images/78563.jpg",0,"","126","1830",False,""
"","","BLM_OR_BU_Mail@blm.gov","255174",42.676271,-118.76649999999999,"https://flic.kr/p/NPbR2j","Riddle Brothers Ranch National Historic District","541-573-4400","","Facility","Point",2020-09-10 00:00:00.0000000,"","255174","1547101","Facility",0,True,False,False,"Image","","Riddle Brothers Ranch","https://cdn.recreation.gov/public/images/78565.jpg",0,"","126","1830",False,""
"","","BLM_OR_BU_Mail@blm.gov","255174",42.676271,-118.76649999999999,"https://flic.kr/p/NPbR2j","Riddle Brothers Ranch National Historic District","541-573-4400","","Facility","Point",2020-09-10 00:00:00.0000000,"","255174","1547105","Facility",0,True,False,False,"Image","","Riddle Brothers Ranch","https://cdn.recreation.gov/public/images/78569.jpg",0,"","126","1830",False,""
"","No","BLM_OR_PR_Mail@blm.gov","10279174",45.596080000000001,-120.409691,"","John Day Crossing Historic Site","541-416-6700","","Facility","Point",2023-06-23 00:00:00.0000000,"","10279174","10279181","Facility",0,True,True,False,"Image","","Oregon Trail Marker","https://cdn.recreation.gov/public/2023/06/22/17/07/80a70d71-f7c3-4525-ad93-d8765b446a76.jpeg",0,"","126","16830",False,"14 days."
